"D:\Lenart Golob\Dokumenti\Diplomska\calculating_lenart_stat\venv\Scripts\python.exe" "D:/Lenart Golob/Dokumenti/Diplomska/calculating_lenart_stat/main.py"
+-----+--------------------------+------+---------------------+--------------------+--------------------+---------------------+--------------------+--------------------+--------------------+
| Num |          player          | team |        stop1        |       stop2        |        stop        | player_contribution |    team_defense    |    player_team     |     final_pdef     |
+-----+--------------------------+------+---------------------+--------------------+--------------------+---------------------+--------------------+--------------------+--------------------+
| 265 |      Thomas Bryant       | DEN  |         0.5         | 0.7874260815437286 | 0.9124260815437286 |  0.7222823336969528 | 0.8886554621848741 | 0.6418601410794351 | 1.5542862226231637 |
| 264 |       Shake Milton       | PHI  | 0.42000000000000004 | 0.8169351073762839 | 0.9219351073762839 |  0.7046333109408133 | 1.023109243697479  | 0.7209168538407059 | 1.6428519612169898 |
| 263 |      Nick Richards       | CHA  |         0.54        | 0.8361801242236027 | 0.9711801242236027 |  0.7743002376410535 | 0.9642857142857142 | 0.7466466577253015 | 1.7178267819489041 |
| 262 |    Marvin Bagley III     | DET  |  0.6300000000000001 | 0.8247006404901144 | 0.9822006404901145 |  0.8226871810386265 | 0.8970588235294117 | 0.7379987947552384 | 1.720199435245353  |
| 261 |      Aaron Wiggins       | OKC  |         0.6         | 0.8451028138528144 | 0.9951028138528144 |  0.7645928688889241 | 0.9810924369747898 | 0.7501362810317804 | 1.7452390948845948 |
| 260 |      Doug McDermott      | SAS  | 0.30000000000000004 | 0.9100020350020351 | 0.9850020350020352 |  0.8707773087746721 | 0.8760504201680672 | 0.7628448272248702 | 1.7478468622269054 |
| 259 |      Corey Kispert       | WAS  |         0.5         | 0.8907076719576719 | 1.0157076719576719 |  0.7772152471047409 | 0.9600840336134453 | 0.7461919494261903 | 1.7618996213838622 |
| 258 |      Aaron Nesmith       | IND  |         1.18        | 0.7874260815437286 | 1.0824260815437285 |  0.8417664494942808 | 0.8214285714285715 | 0.6914510120845879 | 1.7738770936283164 |
| 257 |       Isaac Okoro        | CLE  |         0.9         | 0.7556471306471307 | 0.9806471306471307 |  0.7835148626596604 | 1.0273109243697478 | 0.8049133778163318 | 1.7855605084634625 |
| 256 |     Domantas Sabonis     | SAC  |         1.05        | 0.8025793650793657 | 1.0650793650793657 |  0.8751062471117773 | 0.8256302521008405 | 0.7225141914179172 | 1.787593556497283  |
| 255 |      Jeremy Sochan       | SAS  |         0.96        | 0.7718950153160683 | 1.0118950153160684 |  0.8945516728781286 | 0.8760504201680672 | 0.783672368886932  | 1.7955673842030004 |
| 254 |        Jeff Green        | DEN  |  0.6900000000000001 | 0.8848744924326322 | 1.0573744924326323 |  0.8370244247005018 | 0.8886554621848741 | 0.7438263269922527 | 1.801200819424885  |
| 253 |  Jeremiah Robinson-Earl  | OKC  |         0.73        | 0.8451028138528137 | 1.0276028138528137 |  0.7895644274987111 | 0.9810924369747898 | 0.7746356883233152 | 1.802238502176129  |
| 252 |     Lonnie Walker IV     | LAL  |         0.72        | 0.9408730158730159 | 1.1208730158730158 |  0.8438648796380464 | 0.8214285714285715 | 0.6931747225598238 | 1.8140477384328397 |
| 251 |    Kenyon Martin Jr.     | HOU  |         0.61        | 1.0090221623240487 | 1.1615221623240488 |  0.9042771620297724 |        0.75        | 0.6782078715223293 | 1.839730033846378  |
| 250 |        Ty Jerome         | GSW  |         0.65        | 0.8148763381321521 | 0.9773763381321521 |  0.7604115719485316 | 1.1407563025210083 | 0.8674442932101946 | 1.8448206313423468 |
| 249 |      Christian Wood      | DAL  |         0.8         | 0.8314213564213571 | 1.031421356421357  |  0.8095648097693824 | 1.0063025210084033 | 0.814667108990618  | 1.8460884654119751 |
| 248 |      Isaiah Stewart      | DET  |         0.7         | 0.8814177934548303 | 1.0564177934548302 |  0.8848511604133366 | 0.8970588235294117 | 0.7937635409590225 | 1.8501813344138527 |
| 247 |    Wendell Carter Jr.    | ORL  |  0.6000000000000001 | 0.8548752834467122 | 1.004875283446712  |  0.7631799784594934 | 1.115546218487395  | 0.8513625389957794 | 1.8562378224424916 |
| 246 |     Jabari Smith Jr.     | HOU  |         0.9         | 0.9652777777777779 | 1.190277777777778  |  0.9266642048072335 |        0.75        | 0.6949981536054252 | 1.885275931383203  |
| 245 |      Keldon Johnson      | SAS  |  0.7999999999999999 | 0.8628380364491475 | 1.0628380364491474 |  0.9395871400820336 | 0.8760504201680672 | 0.8231257088533782 | 1.8859637453025258 |
| 244 |       Ivica Zubac        | LAC  |         0.9         | 0.8826164874551972 | 1.1076164874551973 |  0.8864204692648284 | 0.8802521008403361 | 0.7802734802982418 | 1.887889967753439  |
| 243 |       Zach Collins       | SAS  |         0.77        | 0.877506265664161  | 1.0700062656641611 |  0.9459241131264768 | 0.8760504201680672 | 0.8286772167515564 | 1.8986834824157175 |
| 242 |      Austin Rivers       | MIN  |         0.72        | 0.8656249999999999 | 1.0456249999999998 |  0.825372380977802  | 1.0483193277310923 | 0.8652538195544603 | 1.9108788195544602 |
| 241 |      Jaylen Nowell       | MIN  |         0.6         | 0.8993568691844558 | 1.0493568691844557 |  0.8283181614959343 | 1.0483193277310923 | 0.8683419382068721 | 1.9176988073913277 |
| 240 |    Bennedict Mathurin    | IND  |         0.63        | 1.0161210317460316 | 1.1736210317460316 |  0.9126857027832631 | 0.8214285714285715 | 0.7497061130005376 | 1.9233271447465692 |
| 239 |        Malik Monk        | SAC  |         0.72        | 0.9702380952380953 | 1.1502380952380953 |  0.9450756214151252 | 0.8256302521008405 | 0.7802830235633283 | 1.9305211188014235 |
